date,home_team,away_team,home_goals,away_goals,home_xg,away_xg,league,season,tournament,stage,is_knockout,home_fifa_pts,away_fifa_pts,rest_days_home,rest_days_away
2026-06-21,New Zealand,Egypt,,,,,worldcup,2026,FIFA World Cup,UNKNOWN,0,1298.0,1400.0,7,7
2026-06-21,Spain,Saudi Arabia,,,,,worldcup,2026,FIFA World Cup,UNKNOWN,0,1815.0,1280.0,7,7
2026-06-21,Uruguay,Cape Verde,,,,,worldcup,2026,FIFA World Cup,UNKNOWN,0,1678.0,1400.0,7,7
2026-06-22,France,Iraq,,,,,worldcup,2026,FIFA World Cup,UNKNOWN,0,1840.0,1400.0,7,7
2026-06-22,Norway,Senegal,,,,,worldcup,2026,FIFA World Cup,UNKNOWN,0,1400.0,1638.0,7,7
2026-06-22,Argentina,Austria,,,,,worldcup,2026,FIFA World Cup,UNKNOWN,0,1862.0,1514.0,7,7
2026-06-22,Jordan,Algeria,,,,,worldcup,2026,FIFA World Cup,UNKNOWN,0,1400.0,1400.0,7,7
2026-06-23,Portugal,Uzbekistan,,,,,worldcup,2026,FIFA World Cup,UNKNOWN,0,1767.0,1400.0,7,7
2026-06-23,Colombia,DR Congo,,,,,worldcup,2026,FIFA World Cup,UNKNOWN,0,1692.0,1400.0,7,7
2026-06-23,England,Ghana,,,,,worldcup,2026,FIFA World Cup,UNKNOWN,0,1790.0,1400.0,7,7
2026-06-23,Panama,Croatia,,,,,worldcup,2026,FIFA World Cup,UNKNOWN,0,1398.0,1654.0,7,7
2026-06-24,Mexico,Czech Republic,,,,,worldcup,2026,FIFA World Cup,UNKNOWN,0,1624.0,1460.0,7,7
2026-06-24,South Africa,South Korea,,,,,worldcup,2026,FIFA World Cup,UNKNOWN,0,1400.0,1596.0,7,7
2026-06-24,Canada,Switzerland,,,,,worldcup,2026,FIFA World Cup,UNKNOWN,0,1588.0,1570.0,7,7
2026-06-24,Bosnia and Herzegovina,Qatar,,,,,worldcup,2026,FIFA World Cup,UNKNOWN,0,1400.0,1400.0,7,7
2026-06-24,Scotland,Brazil,,,,,worldcup,2026,FIFA World Cup,UNKNOWN,0,1448.0,1775.0,7,7
2026-06-24,Morocco,Haiti,,,,,worldcup,2026,FIFA World Cup,UNKNOWN,0,1669.0,1400.0,7,7
2026-06-25,United States,Turkey,,,,,worldcup,2026,FIFA World Cup,UNKNOWN,0,1630.0,1524.0,7,7
2026-06-25,Paraguay,Australia,,,,,worldcup,2026,FIFA World Cup,UNKNOWN,0,1366.0,1580.0,7,7
2026-06-25,Curaçao,Ivory Coast,,,,,worldcup,2026,FIFA World Cup,UNKNOWN,0,1400.0,1400.0,7,7
2026-06-25,Ecuador,Germany,,,,,worldcup,2026,FIFA World Cup,UNKNOWN,0,1608.0,1728.0,7,7
2026-06-25,Japan,Sweden,,,,,worldcup,2026,FIFA World Cup,UNKNOWN,0,1614.0,1400.0,7,7
2026-06-25,Tunisia,Netherlands,,,,,worldcup,2026,FIFA World Cup,UNKNOWN,0,1400.0,1738.0,7,7
2026-06-26,Egypt,Iran,,,,,worldcup,2026,FIFA World Cup,UNKNOWN,0,1400.0,1400.0,7,7
2026-06-26,New Zealand,Belgium,,,,,worldcup,2026,FIFA World Cup,UNKNOWN,0,1298.0,1744.0,7,7
2026-06-26,Cape Verde,Saudi Arabia,,,,,worldcup,2026,FIFA World Cup,UNKNOWN,0,1400.0,1280.0,7,7
2026-06-26,Uruguay,Spain,,,,,worldcup,2026,FIFA World Cup,UNKNOWN,0,1678.0,1815.0,7,7
2026-06-26,Norway,France,,,,,worldcup,2026,FIFA World Cup,UNKNOWN,0,1400.0,1840.0,7,7
2026-06-26,Senegal,Iraq,,,,,worldcup,2026,FIFA World Cup,UNKNOWN,0,1638.0,1400.0,7,7
2026-06-27,Algeria,Austria,,,,,worldcup,2026,FIFA World Cup,UNKNOWN,0,1400.0,1514.0,7,7
2026-06-27,Jordan,Argentina,,,,,worldcup,2026,FIFA World Cup,UNKNOWN,0,1400.0,1862.0,7,7
2026-06-27,Colombia,Portugal,,,,,worldcup,2026,FIFA World Cup,UNKNOWN,0,1692.0,1767.0,7,7
2026-06-27,DR Congo,Uzbekistan,,,,,worldcup,2026,FIFA World Cup,UNKNOWN,0,1400.0,1400.0,7,7
2026-06-27,Panama,England,,,,,worldcup,2026,FIFA World Cup,UNKNOWN,0,1398.0,1790.0,7,7
2026-06-27,Croatia,Ghana,,,,,worldcup,2026,FIFA World Cup,UNKNOWN,0,1654.0,1400.0,7,7
